"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.756868207236915,9.46049835079224,-1.5425775487766,0.124912274524437,0.304431267967242,-5.35412221620418,"SCGB2A2"
-0.755975973124138,6.58619659739937,-5.27726246600054,4.21746376354973e-07,1.90990859006466e-05,6.09960412296503,"FGFR3"
0.754153024295986,10.0087370956299,6.02080968491107,1.15049050108957e-08,1.03856529936105e-06,9.53026826937819,"YBX3"
-0.748580184200009,6.99695128876395,-5.98840292908566,1.35402536663435e-08,1.19276846264545e-06,9.37469542119017,"ANXA9"
-0.746250112362626,10.1651976194396,-6.89714395087892,1.17175211822966e-10,2.70714459721839e-08,13.9219174758224,"MCCC2"
-0.74512210478265,9.14745987914824,-8.09232630329823,1.39558929559683e-13,1.18895485551753e-10,20.3915699716466,"DBNDD2"
-0.74512210478265,9.14745987914824,-8.09232630329823,1.39558929559683e-13,1.18895485551753e-10,20.3915699716466,"SYS1-DBNDD2"
0.743679227312619,8.15226884909435,4.71871964215863,5.15051409266967e-06,0.000135534088025445,3.731254807653,"FABP5"
-0.743236635298474,7.52577336998015,-8.83494974472171,1.72021014031156e-15,2.93102305282336e-12,24.6222333239481,"HPN"
-0.743010425827427,8.54308649676006,-6.7708491953459,2.316137592209e-10,4.32483171498642e-08,13.2684105704285,"LRIG1"
-0.742636617174695,10.5214577885292,-7.17070840081067,2.62152594677298e-11,8.57190382437705e-09,15.3589657329787,"TSPAN13"
-0.742085491404477,11.8643842257586,-6.24735352464172,3.63270241601996e-09,4.02580216526569e-07,10.6321391991515,"COX6C"
-0.740188269472212,6.72577878879674,-6.3895281425238,1.74072471731823e-09,2.30367171085095e-07,11.3360509823698,"DNALI1"
-0.739738285264897,11.4443720140512,-5.30906551047838,3.63740531585335e-07,1.70970592622059e-05,6.24010225000491,"KRT18"
0.738924984601137,8.03405574517656,5.35052130493635,2.99680161312634e-07,1.46954800100544e-05,6.42412011662775,"TRIM29"
0.735373953376707,8.42529939702633,6.18055996903117,5.11607152890971e-09,5.24339631658408e-07,10.3047011133802,"PRNP"
0.73265399585263,4.82053394940268,4.06359734484842,7.56052698106135e-05,0.00114891352596262,1.21148940621206,"WIF1"
-0.731834579976853,8.81730057536185,-4.36097757106828,2.31263238248033e-05,0.000448413826537544,2.31889868558938,"CCND1"
